"ad_click","age","gender","income","location","device","interest_category","time_spent_on_site","number_of_pages_viewed"
1,24,"male",180964,"suburban","desktop","Travel",44,15
0,23,"female",245636,"urban","desktop","Fashion",34,25
1,29,"female",206568,"suburban","desktop","Travel",7,24
1,24,"female",174152,"suburban","desktop","Fashion",54,24
1,22,"male",162916,"suburban","mobile","Fashion",53,15
0,21,"male",113120,"urban","desktop","Fashion",11,10
0,29,"female",72746,"rural","mobile","Sports",25,8
0,64,"female",163768,"rural","desktop","Fashion",32,10
1,35,"female",134421,"suburban","desktop","Fashion",35,14
0,53,"male",214486,"urban","desktop","Fashion",7,20
1,19,"female",102321,"urban","desktop","Travel",34,9
1,57,"male",164620,"urban","mobile","Sports",7,13
1,33,"male",242869,"suburban","mobile","Fashion",49,22
1,58,"female",80857,"suburban","desktop","Fashion",17,23
0,59,"male",139825,"urban","mobile","Technology",11,23
0,32,"male",92993,"rural","desktop","Travel",45,25
1,66,"female",98377,"urban","desktop","Sports",49,5
1,33,"female",226568,"urban","desktop","Fashion",27,19
1,37,"female",221254,"rural","desktop","Travel",13,25
1,40,"male",241861,"urban","desktop","Technology",44,17
0,42,"male",128810,"suburban","desktop","Travel",17,1
1,57,"male",65798,"urban","desktop","Fashion",43,11
0,41,"male",156126,"suburban","desktop","Technology",22,14
1,28,"female",206470,"urban","mobile","Sports",49,22
0,33,"male",78278,"urban","desktop","Sports",18,7
1,45,"male",32047,"urban","mobile","Travel",22,15
1,37,"male",109041,"suburban","desktop","Travel",24,11
1,70,"male",192296,"suburban","desktop","Sports",38,21
0,22,"female",34495,"urban","mobile","Technology",23,6
0,23,"female",47756,"suburban","mobile","Travel",29,23
1,26,"female",80676,"urban","mobile","Sports",52,1
0,69,"female",138335,"rural","mobile","Fashion",53,22
1,36,"female",82866,"urban","desktop","Sports",3,8
1,54,"male",195099,"urban","desktop","Fashion",47,2
1,46,"female",197345,"suburban","mobile","Sports",28,23
1,53,"female",212989,"urban","mobile","Fashion",51,22
1,29,"female",227421,"rural","mobile","Fashion",19,11
1,66,"female",164725,"urban","mobile","Sports",20,5
0,53,"female",92750,"urban","desktop","Technology",40,21
0,57,"female",190285,"urban","desktop","Sports",12,12
1,55,"female",143157,"suburban","desktop","Technology",15,19
0,25,"female",72084,"urban","mobile","Travel",52,3
0,50,"female",231383,"suburban","mobile","Fashion",28,22
0,28,"female",80177,"rural","desktop","Technology",47,17
1,28,"male",82089,"suburban","mobile","Travel",24,7
0,49,"male",207559,"suburban","desktop","Fashion",33,1
1,36,"male",30187,"suburban","desktop","Technology",28,25
1,46,"male",74227,"suburban","desktop","Travel",3,17
1,45,"female",160813,"urban","mobile","Technology",31,16
1,66,"male",228112,"suburban","mobile","Fashion",35,8
1,32,"female",36244,"suburban","desktop","Technology",42,8
1,30,"female",33111,"urban","mobile","Technology",48,19
0,52,"female",46874,"suburban","desktop","Travel",41,11
0,23,"male",80165,"rural","mobile","Travel",35,17
0,67,"male",187863,"suburban","mobile","Technology",25,8
1,28,"female",109105,"urban","mobile","Sports",15,17
1,47,"female",212862,"rural","desktop","Travel",47,22
1,43,"male",219400,"rural","desktop","Technology",19,8
1,63,"male",164168,"suburban","desktop","Fashion",32,10
1,70,"male",80491,"urban","desktop","Technology",27,14
0,33,"female",23649,"suburban","mobile","Travel",26,11
0,63,"female",176821,"urban","mobile","Sports",7,14
1,66,"female",157736,"rural","mobile","Travel",31,18
0,67,"female",144909,"rural","desktop","Sports",19,17
0,56,"male",141718,"suburban","mobile","Technology",28,4
1,58,"male",203858,"rural","desktop","Travel",22,13
1,45,"male",177367,"urban","desktop","Travel",50,18
1,47,"male",88324,"urban","mobile","Travel",8,12
1,25,"female",223502,"suburban","mobile","Sports",31,6
1,36,"male",199144,"rural","desktop","Sports",12,14
0,35,"male",147878,"urban","desktop","Technology",23,4
1,53,"male",56242,"urban","desktop","Travel",54,23
1,29,"female",69682,"urban","desktop","Fashion",36,11
1,36,"male",200013,"urban","mobile","Travel",32,20
1,64,"male",91365,"rural","desktop","Sports",57,2
1,46,"male",121148,"suburban","mobile","Travel",40,22
1,38,"female",243952,"suburban","desktop","Fashion",48,15
0,18,"female",175588,"suburban","mobile","Sports",57,4
1,49,"female",72237,"suburban","desktop","Fashion",43,11
1,20,"male",92053,"rural","desktop","Fashion",41,1
1,23,"male",183631,"urban","desktop","Fashion",31,24
1,58,"female",58076,"suburban","mobile","Technology",43,8
1,21,"female",228453,"rural","mobile","Fashion",14,4
1,51,"female",119517,"suburban","mobile","Fashion",31,21
1,25,"male",176110,"rural","desktop","Fashion",6,3
1,48,"male",246411,"suburban","desktop","Fashion",45,4
0,58,"male",50094,"rural","mobile","Fashion",54,14
1,20,"male",98636,"suburban","mobile","Technology",26,2
1,31,"male",241898,"suburban","mobile","Travel",32,14
0,41,"female",115275,"suburban","mobile","Fashion",5,16
1,33,"female",205426,"urban","mobile","Sports",18,6
1,59,"female",187619,"suburban","mobile","Fashion",41,11
1,22,"male",239435,"urban","desktop","Travel",15,15
1,34,"female",132650,"urban","desktop","Technology",57,12
1,60,"male",246299,"rural","desktop","Technology",28,11
1,49,"female",22788,"suburban","desktop","Travel",47,25
0,35,"female",208395,"suburban","desktop","Travel",21,9
1,18,"male",165644,"urban","mobile","Technology",58,9
1,67,"female",174474,"urban","mobile","Fashion",34,11
1,43,"male",189421,"suburban","mobile","Technology",42,16
1,53,"male",204771,"rural","mobile","Technology",42,25
1,19,"female",114789,"suburban","desktop","Fashion",44,10
1,22,"female",181082,"rural","desktop","Sports",31,21
1,65,"male",133587,"suburban","desktop","Sports",55,6
1,48,"female",238103,"suburban","desktop","Technology",40,7
1,59,"female",239157,"urban","mobile","Sports",21,15
0,32,"male",127593,"suburban","desktop","Fashion",45,9
1,46,"female",243766,"suburban","mobile","Sports",41,16
1,23,"female",173229,"suburban","desktop","Travel",22,3
0,36,"male",34620,"suburban","mobile","Travel",38,5
1,19,"male",165957,"urban","desktop","Sports",57,14
0,48,"male",82799,"suburban","desktop","Fashion",21,2
0,35,"female",143635,"suburban","mobile","Sports",51,2
1,51,"male",170762,"urban","desktop","Travel",14,21
1,57,"male",224919,"suburban","desktop","Technology",16,13
1,39,"male",29657,"suburban","desktop","Travel",31,4
1,33,"male",168797,"suburban","mobile","Sports",25,18
1,47,"male",121965,"suburban","desktop","Fashion",17,7
1,39,"male",205760,"urban","desktop","Sports",59,25
1,29,"male",166976,"suburban","mobile","Travel",16,22
1,45,"male",235819,"suburban","desktop","Fashion",58,21
1,46,"male",147741,"suburban","mobile","Travel",42,24
1,64,"female",176648,"suburban","mobile","Sports",54,5
1,49,"female",142574,"urban","desktop","Fashion",37,19
1,69,"female",72433,"suburban","desktop","Sports",20,22
1,33,"female",239744,"rural","desktop","Fashion",53,3
0,28,"female",73183,"suburban","desktop","Travel",46,6
1,36,"female",146187,"urban","desktop","Sports",46,15
0,39,"female",32981,"urban","mobile","Travel",2,8
1,37,"male",88390,"urban","desktop","Travel",32,9
1,37,"male",24241,"suburban","desktop","Fashion",13,7
1,43,"male",65247,"suburban","mobile","Fashion",33,10
1,68,"female",169630,"suburban","mobile","Travel",49,12
0,56,"female",129347,"urban","mobile","Travel",20,10
1,34,"male",59496,"rural","mobile","Sports",7,22
1,27,"male",238091,"suburban","desktop","Sports",12,18
1,46,"male",159175,"urban","desktop","Travel",11,23
1,31,"male",139725,"rural","desktop","Travel",12,19
1,53,"female",76407,"suburban","desktop","Travel",49,18
1,20,"male",66554,"suburban","mobile","Fashion",17,19
1,44,"female",236694,"suburban","desktop","Travel",4,7
1,21,"male",83755,"suburban","desktop","Travel",42,1
1,19,"female",177376,"suburban","mobile","Sports",53,8
0,33,"female",52552,"suburban","mobile","Travel",48,7
0,57,"female",95472,"suburban","desktop","Fashion",36,14
1,68,"male",216145,"urban","desktop","Travel",27,14
1,61,"female",123361,"urban","mobile","Fashion",4,18
0,66,"male",49134,"suburban","desktop","Travel",24,6
1,61,"male",50960,"urban","mobile","Sports",28,22
1,61,"male",32274,"urban","desktop","Travel",60,6
1,52,"male",176113,"urban","desktop","Fashion",17,25
1,31,"male",41254,"suburban","mobile","Technology",44,13
1,55,"male",154005,"suburban","desktop","Fashion",38,17
1,40,"male",177369,"rural","desktop","Travel",19,23
1,49,"male",206732,"urban","mobile","Technology",17,17
1,44,"male",137881,"suburban","mobile","Sports",33,9
0,36,"male",127252,"urban","mobile","Fashion",57,21
1,66,"male",191778,"rural","desktop","Technology",25,13
1,43,"male",198071,"urban","mobile","Travel",7,19
0,49,"female",131313,"urban","mobile","Technology",39,23
0,56,"male",62765,"rural","mobile","Fashion",48,9
1,25,"male",144364,"suburban","desktop","Travel",19,11
0,65,"female",139602,"suburban","mobile","Fashion",22,22
1,33,"female",173841,"urban","desktop","Travel",18,1
1,24,"male",188634,"suburban","mobile","Fashion",52,16
1,56,"male",104767,"urban","mobile","Travel",49,4
0,52,"female",107367,"rural","desktop","Technology",3,4
1,47,"male",213348,"suburban","mobile","Technology",29,19
1,51,"male",140955,"rural","mobile","Travel",32,25
1,54,"male",185191,"suburban","desktop","Technology",41,5
1,20,"female",245454,"urban","desktop","Technology",50,13
1,26,"male",36776,"urban","mobile","Technology",51,14
0,46,"male",209349,"urban","mobile","Travel",22,13
1,66,"female",116483,"urban","mobile","Fashion",18,19
1,60,"male",40738,"suburban","mobile","Travel",53,16
1,25,"male",105223,"suburban","desktop","Fashion",50,13
1,19,"male",236851,"urban","mobile","Fashion",35,23
1,29,"male",49449,"urban","mobile","Sports",42,9
1,33,"male",95810,"suburban","mobile","Fashion",44,8
1,49,"female",203667,"urban","desktop","Technology",58,6
1,34,"male",98150,"suburban","desktop","Technology",10,15
1,32,"female",198859,"suburban","desktop","Sports",23,18
0,59,"male",176624,"suburban","desktop","Technology",17,11
1,18,"male",103113,"rural","desktop","Fashion",9,2
1,32,"male",209289,"suburban","desktop","Travel",36,7
1,40,"female",74382,"urban","mobile","Fashion",19,21
1,59,"female",230420,"suburban","desktop","Fashion",12,1
1,52,"male",39729,"rural","mobile","Technology",45,16
1,34,"male",150971,"urban","mobile","Sports",35,21
1,21,"male",120538,"suburban","desktop","Travel",25,23
0,31,"female",79477,"suburban","mobile","Technology",35,1
1,42,"female",234245,"suburban","mobile","Fashion",37,7
1,64,"female",135242,"urban","desktop","Fashion",53,21
1,60,"female",22897,"urban","desktop","Technology",40,13
1,52,"male",194050,"urban","desktop","Technology",27,12
0,32,"male",174400,"suburban","mobile","Technology",7,13
0,39,"male",192453,"suburban","desktop","Sports",26,4
1,39,"female",20651,"suburban","desktop","Sports",36,19
0,68,"female",210851,"urban","mobile","Sports",18,3
1,35,"male",109678,"suburban","mobile","Sports",50,25
1,23,"female",178413,"urban","mobile","Fashion",55,16
0,38,"male",149850,"suburban","desktop","Technology",24,10
1,20,"female",188795,"suburban","mobile","Fashion",27,1
1,62,"male",216253,"suburban","mobile","Travel",52,16
1,42,"female",216422,"suburban","desktop","Travel",22,25
0,19,"male",202535,"rural","mobile","Fashion",24,13
1,55,"female",234171,"suburban","mobile","Technology",49,9
0,37,"male",149197,"urban","desktop","Fashion",42,10
0,40,"male",60074,"urban","desktop","Fashion",31,4
1,51,"male",148562,"urban","mobile","Fashion",2,13
0,51,"male",55974,"urban","mobile","Sports",21,23
1,50,"female",249504,"urban","desktop","Technology",4,24
1,18,"female",103596,"suburban","desktop","Travel",43,5
1,52,"male",150191,"suburban","desktop","Sports",5,13
1,35,"female",116124,"suburban","mobile","Travel",20,3
0,53,"male",167140,"suburban","desktop","Fashion",49,19
1,66,"female",189217,"suburban","mobile","Sports",58,8
1,64,"male",219757,"urban","desktop","Fashion",28,2
1,18,"male",188496,"urban","desktop","Sports",20,23
1,37,"female",22370,"suburban","desktop","Sports",40,8
1,37,"female",44196,"suburban","desktop","Sports",7,8
1,62,"male",125442,"urban","mobile","Fashion",18,21
1,33,"female",69932,"suburban","desktop","Travel",50,22
1,62,"female",249315,"urban","desktop","Fashion",60,15
1,42,"male",93597,"suburban","desktop","Technology",18,25
1,44,"female",164805,"urban","desktop","Travel",36,25
1,33,"female",32185,"urban","desktop","Technology",30,21
1,47,"female",222151,"suburban","desktop","Travel",28,8
1,39,"female",38039,"urban","mobile","Sports",55,16
0,53,"female",62076,"urban","mobile","Travel",27,24
1,40,"male",239566,"rural","mobile","Sports",51,1
0,49,"male",170204,"suburban","desktop","Travel",23,23
0,43,"male",56445,"urban","desktop","Travel",7,15
1,45,"male",109744,"urban","mobile","Travel",15,24
1,64,"male",198815,"urban","desktop","Sports",36,23
1,45,"male",100266,"rural","mobile","Travel",31,15
0,55,"female",86002,"urban","desktop","Fashion",40,14
1,41,"female",80934,"urban","mobile","Sports",39,4
1,67,"female",94490,"urban","mobile","Sports",25,11
0,33,"male",82770,"urban","desktop","Technology",35,11
1,61,"female",140027,"suburban","desktop","Technology",10,14
0,51,"male",173748,"rural","mobile","Sports",28,13
1,48,"male",202401,"suburban","mobile","Technology",49,16
1,26,"male",128982,"suburban","mobile","Technology",18,22
1,40,"female",212950,"urban","desktop","Sports",12,9
1,32,"female",47992,"urban","desktop","Travel",24,15
1,33,"male",86299,"suburban","desktop","Fashion",37,16
1,62,"female",173597,"suburban","desktop","Technology",56,20
1,33,"male",217930,"urban","desktop","Sports",52,22
1,60,"female",205177,"rural","desktop","Travel",37,12
1,19,"female",188184,"suburban","desktop","Fashion",39,11
1,58,"female",175079,"urban","desktop","Sports",53,10
1,51,"female",165165,"urban","desktop","Technology",10,21
1,27,"female",47061,"urban","desktop","Travel",19,4
1,18,"female",69575,"suburban","desktop","Sports",6,17
1,64,"male",59489,"urban","mobile","Technology",24,19
0,64,"male",45139,"rural","desktop","Fashion",20,2
1,27,"male",184876,"suburban","desktop","Travel",12,6
1,49,"female",195682,"rural","mobile","Technology",6,17
0,27,"female",90681,"suburban","desktop","Sports",43,8
1,47,"female",200480,"urban","desktop","Travel",56,22
1,45,"female",93407,"urban","desktop","Technology",23,11
1,38,"male",66661,"urban","mobile","Fashion",38,8
1,34,"female",97235,"rural","mobile","Technology",10,25
1,69,"male",46220,"urban","desktop","Fashion",31,17
1,60,"female",204757,"suburban","desktop","Travel",48,21
1,63,"male",232661,"suburban","mobile","Travel",56,2
1,19,"male",184719,"rural","desktop","Fashion",40,5
0,31,"female",26942,"suburban","desktop","Sports",48,13
1,32,"male",238797,"rural","desktop","Travel",37,8
0,37,"female",216426,"urban","desktop","Technology",23,17
1,43,"male",114136,"urban","desktop","Technology",15,19
0,63,"male",108885,"rural","mobile","Sports",21,20
0,40,"female",189448,"suburban","desktop","Technology",38,15
1,24,"female",166082,"urban","desktop","Travel",37,21
0,24,"female",194947,"suburban","mobile","Technology",27,3
1,36,"female",233786,"urban","desktop","Fashion",36,24
1,43,"female",239933,"rural","desktop","Sports",27,11
0,62,"male",146783,"rural","desktop","Sports",16,1
1,21,"male",181675,"urban","desktop","Sports",10,3
1,47,"male",38739,"rural","desktop","Fashion",18,18
0,45,"male",77494,"urban","desktop","Sports",22,4
1,48,"female",175888,"urban","mobile","Sports",36,6
1,55,"female",208290,"suburban","desktop","Technology",15,22
1,23,"female",139152,"urban","mobile","Travel",23,13
0,66,"male",113784,"urban","desktop","Fashion",21,11
1,57,"male",112468,"urban","desktop","Technology",8,21
1,47,"male",171476,"urban","desktop","Technology",57,5
1,64,"female",39268,"urban","desktop","Technology",55,20
1,54,"female",87278,"suburban","desktop","Travel",28,6
1,23,"female",91930,"urban","mobile","Technology",56,8
1,19,"male",233257,"urban","mobile","Sports",20,13
1,28,"male",168342,"urban","desktop","Technology",54,9
1,20,"male",246792,"suburban","desktop","Technology",40,15
1,67,"female",27170,"suburban","desktop","Travel",56,24
1,63,"female",237341,"urban","desktop","Technology",15,24
1,35,"male",126774,"urban","mobile","Fashion",34,14
1,51,"male",108680,"suburban","desktop","Sports",31,18
0,65,"female",62773,"suburban","mobile","Fashion",17,5
0,26,"female",165963,"urban","desktop","Travel",8,13
1,46,"female",89708,"urban","desktop","Sports",8,20
1,25,"male",171639,"suburban","mobile","Technology",43,20
1,57,"male",87297,"rural","mobile","Fashion",24,14
1,42,"female",210431,"suburban","mobile","Technology",58,16
1,43,"female",218656,"suburban","desktop","Fashion",38,23
1,62,"male",37099,"urban","mobile","Sports",50,16
